id,legislation,question,datetime,description
236,H J RES 268,On Agreeing to the Amendment,17-Jul-1990,5:06 PM,
237,H J RES 268,On Agreeing to the Amendment,17-Jul-1990,6:18 PM,
238,H J RES 268,On Passage,17-Jul-1990,6:35 PM,BALANCED BUDGET CONSTITUTIONAL AMENDMENT
239,H R 5268,On Agreeing to the Amendment,18-Jul-1990,1:16 PM,
240,H R 5268,On Agreeing to the Amendment,18-Jul-1990,1:46 PM,
241,H R 5268,On Agreeing to the Amendment,18-Jul-1990,2:16 PM,
242,H R 5268,On Agreeing to the Amendment,18-Jul-1990,3:00 PM,
243,H R 5268,On Passage,18-Jul-1990,3:19 PM,"RURAL DEVELOPMENT, AGRICULTURE, AND RELATED AGENCIES, APPROPRIATIONS, 1991"
244,H RES 433,On Agreeing to the Resolution,18-Jul-1990,4:30 PM,"CONSIDERATION OF H.R. 5258, REQUIRING CONGRESS TO REPORT AND CONSIDER AND THE PRESIDENT TO SUBMIT, A BALANCED BUDGET"
245,H R 5258,On Motion to Recommit with Instructions,18-Jul-1990,6:16 PM,"REQUIRING THE CONGRESS TO REPORT AND CONSIDER, AND THE PRESIDENT TO SUBMIT, A BALANCED BUDGET"
246,H R 5258,On Passage,18-Jul-1990,6:24 PM,"REQUIRING THE CONGRESS TO REPORT AND CONSIDER, AND THE PRESIDENT TO SUBMIT, A BALANCED BUDGET"
247,H R 5257,On Agreeing to the Amendment,19-Jul-1990,1:34 PM,
248,H R 5257,On Agreeing to the Amendment,19-Jul-1990,2:26 PM,
249,H R 5257,On Agreeing to the Amendment,19-Jul-1990,3:34 PM,
250,H R 5257,On Agreeing to the Amendment,19-Jul-1990,4:21 PM,
251,H R 5257,On Agreeing to the Amendment,19-Jul-1990,4:48 PM,
252,H R 5257,On Passage,19-Jul-1990,5:10 PM,"LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION APPROPRIATION, 1991"
253,H R 5115,On Agreeing to the Amendment,20-Jul-1990,11:44 AM,
254,H R 5115,On Agreeing to the Amendment,20-Jul-1990,12:47 PM,
255,H R 5115,On Agreeing to the Amendment,20-Jul-1990,1:30 PM,
256,H R 5115,On Passage,20-Jul-1990,2:02 PM,EQUITY AND EXCELLENCE IN EDUCATION ACT OF 1990
257,H RES 439,On Agreeing to the Resolution,23-Jul-1990,4:34 PM,"PROVIDING FOR THE CONSIDERATION OF H.R. 3950, FOOD AND AGRICULTURAL RESOURCES ACT OF 1990"
258,H R 3950,On Agreeing to the Amendment,24-Jul-1990,1:38 PM,
259,H R 3950,On Agreeing to the Amendment,24-Jul-1990,4:04 PM,
260,H R 3950,On Agreeing to the Amendment,24-Jul-1990,5:35 PM,
261,MOTION,On Approving the Journal,25-Jul-1990,10:23 AM,
262,H R 770,ON PRESIDENTIAL VETO,25-Jul-1990,12:52 PM,FAMILY AND MEDICAL LEAVE ACT OF 1989
263,H R 3950,On Agreeing to the Amendment,25-Jul-1990,1:32 PM,
264,H R 3950,On Agreeing to the Amendment,25-Jul-1990,3:33 PM,
265,H R 3950,On Agreeing to the Amendment,25-Jul-1990,6:55 PM,
266,H R 3950,On Agreeing to the Amendment,25-Jul-1990,7:50 PM,
267,QUORUM 267,Call of the House,26-Jul-1990,10:53 AM,
268,H RES 442,On Agreeing to the Resolution,26-Jul-1990,12:28 PM,ON THE EXPULSION OF REPRESENTATIVE BARNEY FRANK
269,QUORUM 269,Call of the House,26-Jul-1990,2:16 PM,
270,H RES 440,On Motion to Recommit with Instructions,26-Jul-1990,3:07 PM,IN THE MATTER OF REPRESENTATIVE BARNEY FRANK
271,H RES 440,On Agreeing to the Resolution,26-Jul-1990,3:25 PM,IN THE MATTER OF REPRESENTATIVE BARNEY FRANK
272,H R 5311,On Agreeing to the Amendment,26-Jul-1990,5:37 PM,
273,H R 5311,On Agreeing to the Amendment,26-Jul-1990,6:02 PM,
274,H R 5311,On Passage,26-Jul-1990,6:33 PM,"DISTRICT OF COLUMBIA APPROPRIATIONS, 1991"
275,H RES 435,On Agreeing to the Resolution,27-Jul-1990,11:06 AM,PROVIDING FOR THE CONSIDERATION OF H.R. 1180; HOUSING AND COMMUNITY DEVELOPMENT ACT OF 1990
276,H R 3950,On Agreeing to the Amendment,27-Jul-1990,12:03 PM,
277,H R 3950,On Agreeing to the Amendment,27-Jul-1990,1:22 PM,
278,H R 3950,On Agreeing to the Amendment,27-Jul-1990,2:34 PM,
279,H RES 441,On Ordering the Previous Question,30-Jul-1990,5:03 PM,"WAIVING CERTAIN POINTS OF ORDER DURING THE CONSIDERATION OF H.R. 5313, MILITARY CONSTRUCTION APPROPRIATION, FY 1991"
280,H RES 441,On Agreeing to the Resolution,30-Jul-1990,5:21 PM,"WAIVING CERTAIN POINTS OF ORDER DURING THE CONSIDERATION OF H.R. 5313, MILITARY CONSTRUCTION APPROPRIATION, FY 1991"
281,H R 5313,On Agreeing to the Amendment,30-Jul-1990,7:45 PM,
282,H R 5313,On Agreeing to the Amendment,30-Jul-1990,8:17 PM,
283,H R 5313,On Passage,30-Jul-1990,8:37 PM,"MILITARY CONSTRUCTION APPROPRIATION, FY 1991"
284,H RES 443,On Agreeing to the Resolution,31-Jul-1990,11:40 AM,PPROVIDING FOR THE CONSIDERATION OF H.R. 5355; TO INCREASE THE STATUTORY LIMIT ON THE PUBLIC DEBT
285,QUORUM 285,Call of the House,31-Jul-1990,1:23 PM,
286,H R 5355,On Agreeing to the Amendment,31-Jul-1990,1:31 PM,
287,H R 5355,On Passage,31-Jul-1990,1:49 PM,TO INCREASE THE STATUTORY LIMIT ON THE PUBLIC DEBT
288,H R 5401,On Motion to Suspend the Rules and Pass,31-Jul-1990,3:02 PM,BANKING LAW ENFORCEMENT ACT OF 1990
289,QUORUM 289,Call of the House,31-Jul-1990,6:57 PM,
290,H R 1180,On Agreeing to the Amendment,31-Jul-1990,7:08 PM,
291,H R 1180,On Agreeing to the Amendment,31-Jul-1990,8:14 PM,
292,H R 1180,On Agreeing to the Amendment,31-Jul-1990,9:34 PM,
293,H R 1180,On Agreeing to the Amendment,1-Aug-1990,12:11 PM,
294,H R 1180,On Passage,1-Aug-1990,12:54 PM,HOUSING AND COMMUNITY DEVELOPMENT ACT OF 1990
295,H R 3950,On Agreeing to the Amendment,1-Aug-1990,4:40 PM,
296,H R 3950,On Agreeing to the Amendment,1-Aug-1990,5:01 PM,
297,H R 3950,ON AGREEING TO THE AMENDMENT,1-Aug-1990,6:54 PM,
298,H R 3950,On Agreeing to the Amendment,1-Aug-1990,8:41 PM,
299,H R 3950,On Passage,1-Aug-1990,9:54 PM,FOOD AND AGRICULTURAL RESOURCES ACT OF 1990
300,MOTION,On Approving the Journal,2-Aug-1990,10:26 AM,
301,H R 5170,On Agreeing to the Amendment,2-Aug-1990,1:46 PM,
302,H R 5170,On Passage,2-Aug-1990,2:11 PM,AVIATION SAFETY AND CAPACITY EXPANSION ACT OF 1990
303,H R 5431,On Passage,2-Aug-1990,2:52 PM,TO IMPOSE SANCTIONS ON IRAQ
304,H RES 449,ON ORDERING THE PREVIOUS QUESTION,2-Aug-1990,4:48 PM,"PROVIDING FOR CONSIDERATION OF H.R. 4000, CIVIL RIGHTS ACT 1990"
305,H RES 449,On Agreeing to the Resolution,2-Aug-1990,5:07 PM,"PROVIDING FOR CONSIDERATION OF H.R. 4000, CIVIL RIGHTS ACT 1990"
306,H R 4000,On Agreeing to the Amendment,2-Aug-1990,9:22 PM,
307,H R 4000,On Agreeing to the Amendment,2-Aug-1990,10:11 PM,
308,MOTION,On Approving the Journal,3-Aug-1990,10:27 AM,
309,H R 4000,On Agreeing to the Amendment,3-Aug-1990,1:48 PM,
310,H R 4000,On Passage,3-Aug-1990,2:11 PM,CIVIL RIGHTS ACT OF 1990
311,H RES 448,On Ordering the Previous Question,3-Aug-1990,2:43 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5350; TO PROVIDE FOR A TEMPORARY INCREASE IN THE PUBLIC DEBT LIMIT
312,H RES 448,On Agreeing to the Resolution,3-Aug-1990,3:01 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5350; TO PROVIDE FOR A TEMPORARY INCREASE IN THE PUBLIC DEBT LIMIT
313,H R 5350,On Passage,3-Aug-1990,3:30 PM,TO PROVIDE FOR A TEMPORARY INCREASE IN THE PUBLIC DEBT LIMIT
314,H RES 453,On Agreeing to the Resolution,3-Aug-1990,5:06 PM,"CONSIDERATION OF H.R. 5400, CAMPAIGN COST REDUCTION AND REFORM ACT OF 1990"
315,ADJOURN,ON MOTION TO ADJOURN,3-Aug-1990,5:26 PM,
316,H R 5400,On Agreeing to the Amendment,3-Aug-1990,10:43 PM,
317,H R 5400,On Agreeing to the Amendment,3-Aug-1990,11:04 PM,
318,H R 5400,On Passage,3-Aug-1990,11:21 PM,CAMPAIGN COST REDUCTION ACT 1990
319,H RES 452,On Ordering the Previous Question,3-Aug-1990,11:59 PM,"WAIVING CERTAIN POINTS OF ORDER AGAINST CONFERENCE REPORT ON H.R. 1465, OIL POLLUTION PREVENTION, RESPONSE, LIABILITY, AND COMPENSATION ACT OF 1989"
320,H R 1465,On Agreeing to the Conference Report,3-Aug-1990,11:59 PM,"OIL POLLUTION PREVENTION, RESPONSE, LIABILITY, AND COMPENSATION ACT"
321,H R 4739,On Agreeing to the Amendment,11-Sep-1990,4:45 PM,
322,H R 4739,On Agreeing to the Amendment,11-Sep-1990,6:18 PM,
323,H RES 461,On Agreeing to the Resolution,12-Sep-1990,12:04 PM,PROVIDING FOR THE FURTHER CONSIDERATION OF H.R. 4739; NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 1991
324,H R 4739,On Agreeing to the Amendment,12-Sep-1990,4:54 PM,
325,H R 4739,On Agreeing to the Amendment,12-Sep-1990,5:32 PM,
326,H R 4739,On Agreeing to the Amendment,12-Sep-1990,6:06 PM,
327,H R 4739,On Agreeing to the Amendment,12-Sep-1990,6:42 PM,
328,MOTION,On Approving the Journal,13-Sep-1990,10:31 AM,
329,QUORUM 329,Call of the House,13-Sep-1990,2:29 PM,
330,H R 4330,On Agreeing to the Amendment,13-Sep-1990,2:44 PM,
331,S 2088,On Agreeing to the Conference Report,13-Sep-1990,5:12 PM,ENERGY POLICY AND CONSERVATION ACT AMENDMENTS OF 1990
332,S 3033,On Motion to Suspend the Rules and Pass,17-Sep-1990,5:32 PM,FREE MAILING FOR TROOPS IN SAUDI ARABIA
333,H R 5611,On Motion to Recommit with Instructions,17-Sep-1990,5:52 PM,FREE MAILING PRIVILEGES FOR MEMBERS OF THE ARMED FORCES PARTICIPATING IN TEMPORARY OVERSEAS DEPLOYMENT IN ARDUOUS CIRCUMSTANCES
334,H RES 464,On Agreeing to the Resolution,18-Sep-1990,12:30 PM,PROVIDING FOR AGREEING TO SENATE AMENDMENTS TO THE BILL H.R. 4328; CUSTOMS AND TRADE AGENCIES FISCAL YEARS 1991 AND 1992 AUTHORIZATIONS
335,H R 4328,AGREE TO SENATE AMENDMENTS,18-Sep-1990,3:19 PM,CUSTOMS AND TRADE AGENCIES FY 1991 AND 1992 AUTHORIZATIONS
336,H R 4739,On Agreeing to the Amendment,18-Sep-1990,4:38 PM,
337,H R 4739,On Agreeing to the Amendment,18-Sep-1990,5:22 PM,
338,H R 4739,On Agreeing to the Amendment,18-Sep-1990,5:56 PM,
339,H R 4739,On Agreeing to the Amendment,18-Sep-1990,6:30 PM,
340,H R 4739,On Agreeing to the Amendment,18-Sep-1990,9:37 PM,
341,H R 4739,On Agreeing to the Amendment,18-Sep-1990,9:54 PM,
342,H R 4739,On Agreeing to the Amendment,18-Sep-1990,10:05 PM,
343,H R 4739,On Agreeing to the Amendment,18-Sep-1990,10:12 PM,
344,H R 4739,On Agreeing to the Amendment,18-Sep-1990,10:19 PM,
345,H R 4739,On Agreeing to the Amendment,18-Sep-1990,10:27 PM,
346,H R 4739,On Agreeing to the Amendment,18-Sep-1990,10:33 PM,
347,H R 4739,On Agreeing to the Amendment,18-Sep-1990,10:44 PM,
348,MOTION,On Approving the Journal,19-Sep-1990,10:24 AM,
349,H R 4739,On Agreeing to the Amendment,19-Sep-1990,11:10 AM,
350,H R 4739,On Agreeing to the Amendment,19-Sep-1990,12:16 PM,
351,H R 4739,On Motion to Recommit with Instructions,19-Sep-1990,1:39 PM,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 1991
352,H R 4739,On Passage,19-Sep-1990,1:51 PM,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 1991
353,H R 3533,ON ORDERING A SECOND,24-Sep-1990,4:19 PM,EARTHQUAKE HAZARDS REDUCTION ACT OF 1977 AMENDMENTS ACT
354,H RES 470,ON ORDERING A SECOND,24-Sep-1990,5:34 PM,METAL CASTING COMPETITIVENESS RESEARCH
355,H R 486,ON ORDERING A SECOND,24-Sep-1990,6:30 PM,DEFENSE PRODUCTION ACT AMENDMENTS OF 1990
356,H RES 466,On Ordering the Previous Question,24-Sep-1990,7:40 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 4793; SMALL BUSINESS REAUTHORIZATION AND AMENDMENTS ACT OF 1990
357,H RES 466,On Agreeing to the Resolution,24-Sep-1990,7:44 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 4793; SMALL BUSINESS REAUTHORIZATION AND AMENDMENTS ACT OF 1990
358,H RES 469,On Ordering the Previous Question,24-Sep-1990,7:50 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5314; WATER RESOURCES DEVELOPMENT ACT
359,H RES 469,On Agreeing to the Resolution,24-Sep-1990,7:53 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5314; WATER RESOURCES DEVELOPMENT ACT
360,H RES 468,On Ordering the Previous Question,24-Sep-1990,7:57 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 4450; COASTAL ZONE ACT REAUTHORIZATION AMENDMENTS OF 1990
361,H RES 468,On Agreeing to the Resolution,24-Sep-1990,8:00 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 4450; COASTAL ZONE ACT REAUTHORIZATION AMENDMENTS OF 1990
362,H R 4279,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:06 PM,CASH MANAGEMENT IMPROVEMENT ACT OF 1990
363,S 535,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:09 PM,FEDERAL CIVIL PENALTIES ADJUSTMENT ACT OF 1990
364,S 2075,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:13 PM,INDIAN ENVIRONMENTAL REGULATORY ENHANCEMENT ACT OF 1990
365,H R 4323,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:17 PM,GREAT LAKES WATER QUALITY IMPROVEMENT ACT OF 1990
366,H R 5482,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:21 PM,DISTRICT OF COLUMBIA REVENUE BOND ACT OF 1990
367,H R 5254,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:24 PM,FISH AND WILDLIFE CONSERVATION ACT AUTHORIZATION
368,H R 5255,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:29 PM,FISH AND WILDLIFE FOUNDATION ESTABLISHMENT ACT AMENDMENTS OF 1990
369,H R 3533,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:33 PM,EARTHQUAKE HAZARDS REDUCTION ACT OF 1977 AMENDMENTS ACT
370,H RES 470,SUSPEND THE RULES AND AGREE,24-Sep-1990,8:37 PM,METAL CASTING COMPETITIVENESS RESEARCH
371,H R 486,On Motion to Suspend the Rules and Pass,24-Sep-1990,8:42 PM,DEFENSE PRODUCTION ACT AMENDMENTS OF 1990
372,MOTION,On Approving the Journal,25-Sep-1990,10:24 AM,
373,H RES 473,On Ordering the Previous Question,25-Sep-1990,12:56 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5269; TO CONTROL CRIME
374,H RES 473,TABLE MOTION TO RECONSIDER,25-Sep-1990,1:15 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5269; TO CONTROL CRIME
375,H RES 473,On Agreeing to the Amendment,25-Sep-1990,1:34 PM,
376,H RES 473,ON AGREEING TO THE RESOLUTION (AS AMENDED),25-Sep-1990,1:53 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5269; TO CONTROL CRIME
377,QUORUM 377,Call of the House,25-Sep-1990,2:39 PM,
378,H R 4793,On Agreeing to the Amendment,25-Sep-1990,2:49 PM,
379,H R 4793,On Agreeing to the Amendment,25-Sep-1990,3:23 PM,
380,H R 4793,On Passage,25-Sep-1990,3:46 PM,SMALL BUSINESS REAUTHORIZATION AND AMENDMENTS ACT OF 1990
381,H R 4559,ON ORDERING A SECOND,25-Sep-1990,4:15 PM,
382,H R 4019,ON ORDERING A SECOND,25-Sep-1990,5:00 PM,
383,H R 4559,On Motion to Suspend the Rules and Pass,25-Sep-1990,5:54 PM,RED ROCK CANYON CONSERVATION AREA
384,MOTION,On Approving the Journal,26-Sep-1990,10:26 AM,
385,H R 5400,MOTION TO INSTRUCT CONFEREES,26-Sep-1990,1:19 PM,CAMPAIGN COST REDUCTION AND REFORM ACT OF 1990
386,H R 4450,On Passage,26-Sep-1990,3:15 PM,COASTAL ZONE ACT REAUTHORIZATION AMENDMENTS OF 1990
387,H R 5314,On Passage,26-Sep-1990,7:21 PM,WATER RESOURCES DEVELOPMENT ACT
388,MOTION,On Approving the Journal,27-Sep-1990,10:23 AM,
389,H R 2039,On Passage,27-Sep-1990,12:58 PM,JOB TRAINING PARTNERSHIP ACT AMENDMENTS OF 1990
390,QUORUM 390,Call of the House,27-Sep-1990,4:58 PM,
391,H R 5316,On Motion to Suspend the Rules and Pass,27-Sep-1990,5:22 PM,FEDERAL JUDGESHIP ACT OF 1990
392,MOTION,On Approving the Journal,28-Sep-1990,10:29 AM,
393,H J RES 655,On Passage,30-Sep-1990,5:31 PM,"CONTINUING APPROPRIATIONS, FY 1995"
394,H J RES 658,On Motion to Suspend the Rules and Pass,1-Oct-1990,6:30 PM,SUPPORT ACTIONS THE PRESIDENT HAS TAKEN WITH RESPECT TO IRAQI AGGRESSION AGAINST KUWAIT
395,H J RES 418,On Motion to Suspend the Rules and Pass,1-Oct-1990,6:40 PM,PROTECTING ANTARCTICA AS A GLOBAL ECOLOGICAL COMMONS
396,H CON RES 329,SUSPEND THE RULES AND AGREE,1-Oct-1990,6:48 PM,REGARDING COUNTRIES WHICH VIOLATE THE MORATORIUM ON COMMERCIAL WHALING
397,H R 3954,On Motion to Suspend the Rules and Pass,1-Oct-1990,6:55 PM,ESTABLISHING A PEACE CORPS MEMORIAL
398,H RES 484,On Agreeing to the Resolution,2-Oct-1990,1:04 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 4300; FAMILY UNITY AND EMPLOYMENT OPPORTUNITY IMMIGRATION ACT OF 1990
399,H R 4300,On Agreeing to the Amendment,2-Oct-1990,3:28 PM,
400,H R 4300,On Agreeing to the Amendment,2-Oct-1990,4:15 PM,
401,H R 4300,On Agreeing to the Amendment,2-Oct-1990,5:50 PM,
402,H R 4300,On Agreeing to the Amendment,2-Oct-1990,6:44 PM,
403,H R 4300,On Agreeing to the Amendment,3-Oct-1990,11:16 AM,
404,H R 4300,On Agreeing to the Amendment,3-Oct-1990,12:01 PM,
405,H R 4300,On Motion to Recommit,3-Oct-1990,12:22 PM,FAMILY UNITY AND EMPLOYMENT OPPORTUNITY IMMIGRATION ACT
406,H R 4300,On Passage,3-Oct-1990,12:32 PM,FAMILY UNITY AND EMPLOYMENT OPPORTUNITY IMMIGRATION ACT
407,S 1511,On Motion to Suspend the Rules and Pass,3-Oct-1990,12:52 PM,OLDER WORKERS BENEFIT PROTECTION ACT
408,H R 5269,On Agreeing to the Amendment,3-Oct-1990,5:09 PM,
409,H R 5269,On Agreeing to the Amendment,3-Oct-1990,5:20 PM,
410,H R 5269,On Agreeing to the Amendment,3-Oct-1990,6:06 PM,
411,MOTION,On Approving the Journal,4-Oct-1990,11:29 AM,
412,H R 5269,On Agreeing to the Amendment,4-Oct-1990,12:52 PM,
413,H R 5269,On Agreeing to the Amendment,4-Oct-1990,1:41 PM,
414,H R 5269,On Agreeing to the Amendment,4-Oct-1990,2:29 PM,
415,H R 5269,On Agreeing to the Amendment,4-Oct-1990,3:16 PM,
416,H R 5269,On Agreeing to the Amendment,4-Oct-1990,4:04 PM,
417,H R 5269,On Agreeing to the Amendment,4-Oct-1990,5:06 PM,
418,H R 5269,On Agreeing to the Amendment,4-Oct-1990,5:53 PM,
419,H R 5269,On Agreeing to the Amendment,4-Oct-1990,6:30 PM,
420,H RES 488,On Agreeing to the Resolution,4-Oct-1990,10:09 PM,"PROVIDING FOR THE CONSIDERATION OF THE CONFERENCE REPORT ON H. CON. RES. 310, CONGRESSIONAL BUDGET FOR U.S. GOVERNMENT FOR FISCAL YEARS 1991, 1992, 1993, 1994, AND 1995"
421,H CON RES 310,On Agreeing to the Conference Report,4-Oct-1990,11:59 PM,"CONGRESSIONAL BUDGET FOR U.S. GOVERNMENT FOR FY 1991, 1992, 1993, 1994, AND 1995"
422,H R 5269,On Agreeing to the Amendment,5-Oct-1990,11:07 AM,
423,H R 5269,On Agreeing to the Amendment,5-Oct-1990,12:02 PM,
424,H R 5269,On Agreeing to the Amendment,5-Oct-1990,1:32 PM,
425,H R 5269,On Agreeing to the Amendment,5-Oct-1990,2:08 PM,
426,H R 5269,On Agreeing to the Amendment,5-Oct-1990,3:26 PM,
427,H R 5269,On Passage,5-Oct-1990,3:55 PM,COMPREHENSIVE CRIME CONTROL ACT OF 1990
428,H R 4739,ON CLOSING PORTIONS OFCONFERENCE,5-Oct-1990,4:48 PM,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 1991
429,S 1430,MOTION TO INSTRUCT CONFEREES,5-Oct-1990,5:39 PM,NATIONAL SERVICE ACT OF 1990
430,QUORUM 430,Call of the House,5-Oct-1990,6:41 PM,
431,H J RES 660,On Passage,5-Oct-1990,7:25 PM,"CONTINUING APPROPRIATIONS, FY 1991"
432,MOTION,On Approving the Journal,6-Oct-1990,3:28 PM,
433,H J RES 660,ON PRESIDENTIAL VETO,6-Oct-1990,5:03 PM,"CONTINUING APPROPRIATIONS, FY 1991"
434,H RES 496,On Agreeing to the Resolution,6-Oct-1990,5:39 PM,PROVIDING FOR THE CONSIDERATION OF THE CONFERENCE REPORT ON H. CON. RES. 310
435,QUORUM 435,Call of the House,7-Oct-1990,11:39 PM,
436,H CON RES 310,AGREEING TO CONFERENCEREPORT,7-Oct-1990,11:59 PM,"CONGRESSIONAL BUDGET FOR U.S. GOVERNMENT FOR FY 1991, 1992, 1993, 1994, AND 1995"
437,H J RES 666,On Agreeing to the Amendment,7-Oct-1990,11:59 PM,
438,H J RES 666,On Passage,7-Oct-1990,11:59 PM,MAKING FURTHER CONTINUING APPROPRIATIONS FOR THE FISCAL YEAR 1991
439,H J RES 666,CONCUR IN SENATE AMENDMENTS NOS. 1 THROUGH 5,8-Oct-1990,11:59 PM,MAKING FURTHER CONTINUING APPROPRIATIONS FOR THE FISCAL YEAR 1991
440,H R 4328,ON PRESIDENTIAL VETO,10-Oct-1990,7:55 PM,"TEXTILE, APPAREL, AND FOOTWEAR TRADE ACT"
441,S 2737,On Motion to Suspend the Rules and Pass,10-Oct-1990,8:07 PM,KOREAN WAR VETERANS MEMORIAL THIRTY EIGHTH ANNIVERSARY COMMEMORATIVE COIN ACT
442,S 1413,On Motion to Suspend the Rules and Pass,10-Oct-1990,8:15 PM,AROOSTOOK BAND OF MICMACS SETTLEMENT ACT
443,H R 5311,PREVIOUS QUESTION ON MOTION TO INSTRUCT CONFEREES TO AGREE,11-Oct-1990,11:34 AM,"TO SENATE ADMENDMENT #18 DISTRICT OF COLUMBIA APPROPRIATION, 1991"
444,H RES 477,On Agreeing to the Resolution,11-Oct-1990,12:11 PM,WAIVING ALL POINTS OF ORDER AGAINST THE CONFERENCE REPORT ON S. 2104; CIVIL RIGHTS ACT OF 1990
445,S 2104,RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS,11-Oct-1990,1:47 PM,CIVIL RIGHTS ACT OF 1990
446,H R 4825,On Agreeing to the Amendment,11-Oct-1990,5:13 PM,
447,H R 4825,On Agreeing to the Amendment,11-Oct-1990,6:15 PM,
448,H R 4825,On Agreeing to the Amendment,11-Oct-1990,7:18 PM,
449,H R 4825,On Passage,11-Oct-1990,7:59 PM,"ARTS, HUMANITIES, AND MUSEUMS AMENDMENTS OF 1990"
450,S 2830,MOTION TO INSTRUCT CONFEREES,11-Oct-1990,9:23 PM,AGRICULTURAL PRICE SUPPORT AND RELATED PROGRAMS
451,S 2830,MOTION TO INSTRUCT CONFEREES,11-Oct-1990,9:31 PM,AGRICULTURAL PRICE SUPPORT AND RELATED PROGRAMS
452,QUORUM 452,Call of the House,12-Oct-1990,11:18 AM,
453,H R 5803,On Agreeing to the Amendment,12-Oct-1990,11:32 AM,
454,H R 5803,On Agreeing to the Amendment,12-Oct-1990,1:45 PM,
455,H R 5803,On Passage,12-Oct-1990,2:09 PM,"DEPARTMENT OF DEFENSE APPROPRIATION, FY 1991"
456,H RES 505,On Agreeing to the Resolution,12-Oct-1990,3:37 PM,"WAIVING CERTAIN POINTS OF ORDER DURING THE CONSIDERATION OF H.R. 5769, INTERIOR AND RELATED AGENCIES APPROPRIATION, FY 1991"
457,QUORUM 457,Call of the House,15-Oct-1990,4:36 PM,
458,H R 5769,On Agreeing to the Amendment,15-Oct-1990,4:48 PM,
459,H R 5769,On Agreeing to the Amendment,15-Oct-1990,5:35 PM,
460,H R 5769,On Agreeing to the Amendment,15-Oct-1990,7:12 PM,
461,H R 5769,On Agreeing to the Amendment,15-Oct-1990,8:41 PM,
462,H R 5769,On Agreeing to the Amendment,15-Oct-1990,9:02 PM,
463,H R 5769,On Agreeing to the Amendment,15-Oct-1990,9:37 PM,
464,H R 5769,On Passage,15-Oct-1990,9:59 PM,"INTERIOR AND RELATED AGENCIES APPROPRIATION, FY 1991"
465,H R 3960,On Agreeing to the Amendment,15-Oct-1990,11:03 PM,
466,H R 3960,On Agreeing to the Amendment,15-Oct-1990,11:35 PM,
467,H R 3960,On Passage,15-Oct-1990,11:59 PM,CENTRAL UTAH PROJECTS COMPLETION ACT
468,MOTION,On Approving the Journal,16-Oct-1990,10:29 AM,
469,H RES 487,On Agreeing to the Resolution,16-Oct-1990,12:12 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5422; INTELLIGENCE AUTHORIZATION FOR FISCAL YEAR 1991
470,MOTION,TABLE APPEAL FROM RULING,16-Oct-1990,12:53 PM,
471,H RES 509,On Ordering the Previous Question,16-Oct-1990,2:27 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5835; OMNIBUS BUDGET RECONCILIATION
472,H RES 509,On Agreeing to the Resolution,16-Oct-1990,2:44 PM,PROVIDING FOR THE CONSIDERATION OF H.R. 5835; OMNIBUS BUDGET RECONCILIATION
473,QUORUM 473,Call of the House,16-Oct-1990,7:08 PM,
474,H R 5835,ON AGREEING TO THE AMENDMENTS,16-Oct-1990,7:56 PM,
475,H R 5835,On Passage,16-Oct-1990,9:18 PM,OMNIBUS BUDGET RECONCILIATION ACT OF 1990
476,MOTION,On Approving the Journal,17-Oct-1990,10:24 AM,
477,H R 5803,CLOSING PORTIONS OF CONFERENCE,17-Oct-1990,10:45 AM,"DEPARTMENT OF DEFENSE APPROPRIATION, FY 1991"
478,S 2104,On Agreeing to the Conference Report,17-Oct-1990,2:13 PM,CIVIL RIGHTS ACT OF 1990
479,H R 5422,On Agreeing to the Amendment,17-Oct-1990,6:47 PM,
480,H R 5422,On Agreeing to the Amendment,17-Oct-1990,8:16 PM,
481,H R 5422,On Agreeing to the Amendment,17-Oct-1990,10:01 PM,
